,parm_cd,group,parm_nm,epa_equivalence,result_statistical_basis,result_time_basis,result_weight_basis,result_particle_size_basis,result_sample_fraction,result_temperature_basis,CASRN,SRSName,parm_unit
19109,90681,Information,"Metolachlor-d6, surrogate, water, polar organic chemical integrative sampler (POCIS), percent recovery",Not checked,,,,,Recoverable,, , ,%
19110,90682,Information,"Nicosulfuron-d6 (dimethoxy-d6), surrogate, water, polar organic chemical integrative sampler (POCIS), percent recovery",Not checked,,,,,Recoverable,,1189419-41-7, ,%
19111,90683,Information,"Tebuconazole-d6, surrogate, water, polar organic chemical integrative sampler (POCIS), percent recovery",Not checked,,,,,Recoverable,, , ,%
19112,90684,Information,"Thiobencarb-d10 (diethyl-d10), surrogate, water, polar organic chemical integrative sampler (POCIS), percent recovery",Not checked,,,,,Recoverable,, , ,%
19113,90685,Information,"PCB congener 202-13C12, surrogate, NWQL schedule 2438, water, filtered, percent recovery",Not checked,,,,,Dissolved,, , ,%
19114,90686,Information,"p,p'-DDT-d8, surrogate, NWQL schedule 2438, water, filtered, percent recovery",Not checked,,,,,Dissolved,,93952-18-2, ,%
19115,90687,Information,"4,4'-Dibromooctafluorobiphenyl, internal standard/surrogate, NWQL schedule 2438, water, filtered, percent recovery",Not checked,,,,,Dissolved,,10386-84-2, ,%
19116,90688,Information,"Diazinon-d10, surrogate, NWQL schedule 4444, water, unfiltered, percent recovery",Not checked,,,,,Total,,100155-47-3, ,%
19117,90689,Information,"alpha-HCH-d6, surrogate, NWQL schedule 4444, water, unfiltered, percent recovery",Not checked,,,,,Total,,86194-41-4, ,%
19118,90690,Information,"BDMC, surrogate, NWQL schedule 1359, water, unfiltered, percent recovery",USGS use and no use by EPA,,,,,Total,,672-99-1, ,%
19119,90691,Information,"Nitrobenzene-d5, surrogate, NWQL labcode 8905, water, unfiltered, percent recovery",Not checked,,,,,Total,, , ,%
19120,90692,Information,"2-Fluorobiphenyl, surrogate, NWQL labcode 8905, water, unfiltered, percent recovery",Not checked,,,,,Total,, , ,%
19121,90693,Information,"Terphenyl-d14, surrogate, NWQL labcode 8905, water, unfiltered, percent recovery",Not checked,,,,,Total,, , ,%
19122,90694,Information,"1-Bromo-3-chloropropane-d6, surrogate, NWQL schedule 4436, water, unfiltered, percent recovery",Not checked,,,,,Total,,1173018-46-6, ,%
19123,90695,Information,"1-Bromo-4-fluorobenzene, surrogate, water, unfiltered, ambient purge and trap method, percent recovery",Not checked,,,,,Total,,460-00-4, ,%
19124,90696,Information,"Toluene-d8, surrogate, water, unfiltered, ambient purge and trap method, percent recovery",Not checked,,,,,Total,,2037-26-5, ,%
19125,90697,Information,"1-Bromo-3-chloropropane-d6, surrogate, NWQL schedule 4439, water, unfiltered, percent recovery",Not checked,,,,,Total,,1173018-46-6, ,%
19126,90698,Information,"1-Bromo-4-fluorobenzene, surrogate, NWQL schedule 4439, water, unfiltered, percent recovery",Not checked,,,,,Total,,460-00-4, ,%
19127,90699,Information,"Toluene-d8, surrogate, NWQL schedule 4439, water, unfiltered, percent recovery",Not checked,,,,,Total,,2037-26-5, ,%
19128,90700,Information,"Dioxacarb, surrogate, NWQL schedule 1359, water, unfiltered, percent recovery",USGS use and no use by EPA,,,,,Total,,6988-21-2, ,%
19129,90701,Information,"1-Bromo-4-fluorobenzene, surrogate, water, unfiltered, heated purge and trap method, percent recovery",Not checked,,,,,Total,,460-00-4, ,%
19130,90702,Information,"1,2-Dichloroethane-d4, surrogate, NWQL schedule 4437, water, unfiltered, percent recovery",Not checked,,,,,Total,,17060-07-0, ,%
19131,90703,Information,"Toluene-d8, surrogate, NWQL schedule 4437, water, unfiltered, percent recovery",Not checked,,,,,Total,,2037-26-5, ,%
19132,90704,Information,"1-Bromo-4-fluorobenzene, surrogate, NWQL schedule 4443, water, unfiltered, percent recovery",Not checked,,,,,Total,,460-00-4, ,%
19133,90705,Information,"1,2-Dichloroethane-d4, surrogate, NWQL schedule 4443, water, unfiltered, percent recovery",Not checked,,,,,Total,,17060-07-0, ,%
19134,90710,Information,"Isofenphos, surrogate, NWQL schedule 1320, bed sediment, percent recovery",USGS use and no use by EPA,,,,,Bed Sediment,,25311-71-1, ,%
19135,90711,Information,"Isofenphos, surrogate, NWQL schedule 1316, water, filtered, percent recovery",USGS use and no use by EPA,,,,,Dissolved,,25311-71-1, ,%
19136,90712,Information,"Isofenphos, surrogate, NWQL schedule 1319, water, unfiltered, percent recovery",USGS use and no use by EPA,,,,,Total,,25311-71-1, ,%
19137,90730,Information,"Terbuthylazine, surrogate, NWQL schedule 1379, water, filtered, percent recovery",USGS use and no use by EPA,,,,,Dissolved,,5915-41-3, ,%
19138,90731,Information,"Terbuthylazine, surrogate, NWQL schedule 1389, water, unfiltered, percent recovery",USGS use and no use by EPA,,,,,Total,,5915-41-3, ,%
19139,90732,Information,"alpha-HCH-d6, surrogate, NWQL schedule OCSS2, suspended sediment, percent recovery",USGS use and no use by EPA,,,,,Suspended,,86194-41-4, ,%
19140,90733,Information,"Isodrin, surrogate, NWQL schedule OCSS2, suspended sediment, percent recovery",USGS use and no use by EPA,,,,,Suspended,,465-73-6, ,%
19141,90734,Information,"PCB congener 207, surrogate, NWQL schedule OCSS2, suspended sediment, percent recovery",USGS use and no use by EPA,,,,,Suspended,,52663-79-3, ,%
19142,90735,Information,"Bisphenol A-d3, surrogate, NWQL wastewater compound schedules (WCS), percent recovery",USGS use and no use by EPA,,,,,,, , ,%
19143,90736,Information,"Caffeine-13C, surrogate, NWQL wastewater compound schedules (WCS), percent recovery",USGS use and no use by EPA,,,,,,, , ,%
19144,90737,Information,"Decafluorobiphenyl, surrogate, NWQL wastewater compound schedules (WCS), percent recovery",USGS use and no use by EPA,,,,,,,434-90-2, ,%
19145,90738,Information,"Fluoranthene-d10, surrogate, NWQL wastewater compound schedules (WCS), percent recovery",USGS use and no use by EPA,,,,,,,93951-69-0, ,%
19146,90739,Information,"alpha-HCH-d6, surrogate, solids, recoverable, percent recovery",USGS use and no use by EPA,,,,,Recoverable,,86194-41-4, ,%
19147,90740,Information,"Diazinon-d10, surrogate, solids, recoverable, percent recovery",USGS use and no use by EPA,,,,,Recoverable,,100155-47-3, ,%
19148,90741,Information,"cis-Permethrin-13C6, surrogate, solids, recoverable, percent recovery",USGS use and no use by EPA,,,,,Recoverable,, , ,%
19149,90742,Information,"trans-Permethrin-13C6, surrogate, solids, recoverable, percent recovery",USGS use and no use by EPA,,,,,Recoverable,, , ,%
19150,90743,Information,"alpha-HCH-d6, surrogate, suspended sediment, recoverable, percent recovery",USGS use and no use by EPA,,,,,Suspended,,86194-41-4, ,%
19151,90744,Information,"Diazinon-d10, surrogate, suspended sediment, recoverable, percent recovery",USGS use and no use by EPA,,,,,Suspended,,100155-47-3, ,%
