site_no,datetime,00065,00060,00010,00095,00300,00400,72255,63160,63680,00301,32316
10336610,2024-05-02 11:40:00+00:00,6.1,293.0,4.4,,,,,,1.3,,
10336610,2024-05-02 11:45:00+00:00,6.1,293.0,4.4,,,,,,1.5,,
10336610,2024-05-02 11:50:00+00:00,6.1,293.0,4.3,,,,,,1.9,,
10336610,2024-05-02 11:55:00+00:00,6.1,293.0,4.3,,,,,,1.4,,
10336610,2024-05-02 12:00:00+00:00,6.1,293.0,4.2,,,,,,1.3,,
10336610,2024-05-02 12:05:00+00:00,6.09,292.0,4.2,,,,,,1.5,,
10336610,2024-05-02 12:10:00+00:00,6.1,293.0,4.2,,,,,,0.8,,
10336610,2024-05-02 12:15:00+00:00,6.1,293.0,4.1,,,,,,1.3,,
10336610,2024-05-02 12:20:00+00:00,6.1,293.0,4.1,,,,,,2.1,,
10336610,2024-05-02 12:25:00+00:00,6.1,293.0,4.1,,,,,,1.4,,
10336610,2024-05-02 12:30:00+00:00,6.1,293.0,4.0,,,,,,1.2,,
10336610,2024-05-02 12:35:00+00:00,6.1,293.0,4.0,,,,,,1.2,,
10336610,2024-05-02 12:40:00+00:00,6.1,293.0,4.0,,,,,,1.0,,
10336610,2024-05-02 12:45:00+00:00,6.1,293.0,3.9,,,,,,1.5,,
10336610,2024-05-02 12:50:00+00:00,6.1,293.0,3.9,,,,,,1.4,,
10336610,2024-05-02 12:55:00+00:00,6.09,292.0,3.8,,,,,,1.0,,
10336610,2024-05-02 13:00:00+00:00,6.09,292.0,3.8,,,,,,1.1,,
10336610,2024-05-02 13:05:00+00:00,6.09,292.0,3.8,,,,,,1.3,,
10336610,2024-05-02 13:10:00+00:00,6.09,292.0,3.8,,,,,,2.0,,
10336610,2024-05-02 13:15:00+00:00,6.09,292.0,3.7,,,,,,0.8,,
10336610,2024-05-02 13:20:00+00:00,6.09,292.0,3.7,,,,,,1.0,,
10336610,2024-05-02 13:25:00+00:00,6.09,292.0,3.6,,,,,,0.9,,
10336610,2024-05-02 13:30:00+00:00,6.08,290.0,3.6,,,,,,2.9,,
10336610,2024-05-02 13:35:00+00:00,6.08,290.0,3.6,,,,,,1.2,,
10336610,2024-05-02 13:40:00+00:00,6.08,290.0,3.6,,,,,,1.2,,
10336610,2024-05-02 13:45:00+00:00,6.08,290.0,3.5,,,,,,1.5,,
10336610,2024-05-02 13:50:00+00:00,6.07,288.0,3.5,,,,,,0.8,,
10336610,2024-05-02 13:55:00+00:00,6.07,288.0,3.5,,,,,,1.2,,
10336610,2024-05-02 14:00:00+00:00,6.07,288.0,3.4,,,,,,1.1,,
10336610,2024-05-02 14:05:00+00:00,6.08,290.0,3.4,,,,,,1.9,,
10336610,2024-05-02 14:10:00+00:00,6.08,290.0,3.4,,,,,,1.0,,
10336610,2024-05-02 14:15:00+00:00,6.08,290.0,3.4,,,,,,1.6,,
10336610,2024-05-02 14:20:00+00:00,6.08,290.0,3.4,,,,,,0.9,,
10336610,2024-05-02 14:25:00+00:00,6.07,288.0,3.3,,,,,,0.8,,
10336610,2024-05-02 14:30:00+00:00,6.07,288.0,3.3,,,,,,0.7,,
10336610,2024-05-02 14:35:00+00:00,6.08,290.0,3.3,,,,,,1.4,,
10336610,2024-05-02 14:40:00+00:00,6.07,288.0,3.3,,,,,,1.1,,
10336610,2024-05-02 14:45:00+00:00,6.07,288.0,3.3,,,,,,1.2,,
10336610,2024-05-02 14:50:00+00:00,6.07,288.0,3.2,,,,,,0.9,,
10336610,2024-05-02 14:55:00+00:00,6.07,288.0,3.2,,,,,,0.8,,
10336610,2024-05-02 15:00:00+00:00,6.06,287.0,3.2,,,,,,1.5,,
10336610,2024-05-02 15:05:00+00:00,6.07,288.0,3.2,,,,,,0.9,,
10336610,2024-05-02 15:10:00+00:00,6.06,287.0,3.2,,,,,,0.8,,
10336610,2024-05-02 15:15:00+00:00,6.06,287.0,3.2,,,,,,1.0,,
10336610,2024-05-02 15:20:00+00:00,6.06,287.0,3.2,,,,,,1.0,,
10336610,2024-05-02 15:25:00+00:00,6.06,287.0,3.2,,,,,,1.5,,
10336610,2024-05-02 15:30:00+00:00,6.06,287.0,3.2,,,,,,1.1,,
10336610,2024-05-02 15:35:00+00:00,6.06,287.0,3.2,,,,,,0.6,,
10336610,2024-05-02 15:40:00+00:00,6.05,285.0,3.2,,,,,,0.7,,
10336610,2024-05-02 15:45:00+00:00,6.05,285.0,3.2,,,,,,0.8,,
10336610,2024-05-02 15:50:00+00:00,6.05,285.0,3.2,,,,,,1.2,,
10336610,2024-05-02 15:55:00+00:00,6.05,285.0,3.2,,,,,,1.0,,
10336610,2024-05-02 16:00:00+00:00,6.05,285.0,3.2,,,,,,0.5,,
10336610,2024-05-02 16:05:00+00:00,6.05,285.0,3.2,,,,,,0.7,,
10336610,2024-05-02 16:10:00+00:00,6.05,285.0,3.3,,,,,,1.8,,
10336610,2024-05-02 16:15:00+00:00,6.04,283.0,3.3,,,,,,1.8,,
10336610,2024-05-02 16:20:00+00:00,6.05,285.0,3.3,,,,,,0.8,,
10336610,2024-05-02 16:25:00+00:00,6.05,285.0,3.3,,,,,,1.1,,
10336610,2024-05-02 16:30:00+00:00,6.05,285.0,3.4,,,,,,1.9,,
10336610,2024-05-02 16:35:00+00:00,6.06,287.0,3.4,,,,,,2.7,,
10336610,2024-05-02 16:40:00+00:00,6.05,285.0,3.4,,,,,,0.8,,
10336610,2024-05-02 16:45:00+00:00,6.05,285.0,3.4,,,,,,0.9,,
10336610,2024-05-02 16:50:00+00:00,6.06,287.0,3.5,,,,,,0.8,,
10336610,2024-05-02 16:55:00+00:00,6.05,285.0,3.5,,,,,,0.8,,
10336610,2024-05-02 17:00:00+00:00,6.05,285.0,3.6,,,,,,1.2,,
10336610,2024-05-02 17:05:00+00:00,6.04,283.0,3.6,,,,,,0.8,,
10336610,2024-05-02 17:10:00+00:00,6.03,281.0,3.6,,,,,,0.9,,
10336610,2024-05-02 17:15:00+00:00,6.04,283.0,3.7,,,,,,0.9,,
10336610,2024-05-02 17:20:00+00:00,6.04,283.0,3.7,,,,,,0.9,,
10336610,2024-05-02 17:25:00+00:00,6.03,281.0,3.8,,,,,,0.9,,
10336610,2024-05-02 17:30:00+00:00,6.03,281.0,3.8,,,,,,1.8,,
10336610,2024-05-02 17:35:00+00:00,6.03,281.0,3.9,,,,,,0.9,,
10336610,2024-05-02 17:40:00+00:00,6.03,281.0,3.9,,,,,,0.9,,
10336610,2024-05-02 17:45:00+00:00,6.04,283.0,4.0,,,,,,1.3,,
10336610,2024-05-02 17:50:00+00:00,6.04,283.0,4.0,,,,,,1.7,,
10336610,2024-05-02 17:55:00+00:00,6.04,283.0,4.1,,,,,,1.9,,
10336610,2024-05-02 18:00:00+00:00,6.04,283.0,4.2,,,,,,0.6,,
10336610,2024-05-02 18:05:00+00:00,6.04,283.0,4.2,,,,,,0.9,,
10336610,2024-05-02 18:10:00+00:00,6.03,281.0,4.3,,,,,,1.2,,
10336610,2024-05-02 18:15:00+00:00,6.03,281.0,4.3,,,,,,0.6,,
10336610,2024-05-02 18:20:00+00:00,6.03,281.0,4.4,,,,,,0.7,,
10336610,2024-05-02 18:25:00+00:00,6.03,281.0,4.5,,,,,,0.9,,
10336610,2024-05-02 18:30:00+00:00,6.02,280.0,4.5,,,,,,0.8,,
10336610,2024-05-02 18:35:00+00:00,6.03,281.0,4.6,,,,,,0.8,,
10336610,2024-05-02 18:40:00+00:00,6.02,280.0,4.7,,,,,,0.7,,
10336610,2024-05-02 18:45:00+00:00,6.02,280.0,4.7,,,,,,0.6,,
10336610,2024-05-02 18:50:00+00:00,6.02,280.0,4.8,,,,,,1.2,,
10336610,2024-05-02 18:55:00+00:00,6.02,280.0,4.8,,,,,,0.8,,
10336610,2024-05-02 19:00:00+00:00,6.01,278.0,4.9,,,,,,0.8,,
10336610,2024-05-02 19:05:00+00:00,6.0,276.0,5.0,,,,,,0.9,,
10336610,2024-05-02 19:10:00+00:00,6.01,278.0,5.0,,,,,,1.2,,
10336610,2024-05-02 19:15:00+00:00,6.01,278.0,5.1,,,,,,0.7,,
10336610,2024-05-02 19:20:00+00:00,6.0,276.0,5.2,,,,,,0.6,,
10336610,2024-05-02 19:25:00+00:00,6.01,278.0,5.3,,,,,,1.0,,
10336610,2024-05-02 19:30:00+00:00,6.0,276.0,5.3,,,,,,1.0,,
10336610,2024-05-02 19:35:00+00:00,6.0,276.0,5.4,,,,,,0.9,,
10336610,2024-05-02 19:40:00+00:00,6.0,276.0,5.5,,,,,,1.3,,
10336610,2024-05-02 19:45:00+00:00,6.0,276.0,5.5,,,,,,0.9,,
10336610,2024-05-02 19:50:00+00:00,5.99,275.0,5.6,,,,,,0.7,,
10336610,2024-05-02 19:55:00+00:00,5.99,275.0,5.7,,,,,,0.9,,
10336610,2024-05-02 20:00:00+00:00,6.0,276.0,5.8,,,,,,0.8,,
10336610,2024-05-02 20:05:00+00:00,5.99,275.0,5.8,,,,,,1.4,,
10336610,2024-05-02 20:10:00+00:00,6.0,276.0,5.9,,,,,,0.8,,
10336610,2024-05-02 20:15:00+00:00,5.98,273.0,6.0,,,,,,0.8,,
10336610,2024-05-02 20:20:00+00:00,5.99,275.0,6.0,,,,,,0.7,,
10336610,2024-05-02 20:25:00+00:00,5.98,273.0,6.1,,,,,,0.7,,
10336610,2024-05-02 20:30:00+00:00,5.98,273.0,6.2,,,,,,0.7,,
10336610,2024-05-02 20:35:00+00:00,5.97,271.0,6.2,,,,,,1.1,,
10336610,2024-05-02 20:40:00+00:00,5.97,271.0,6.3,,,,,,1.1,,
10336610,2024-05-02 20:45:00+00:00,5.98,273.0,6.4,,,,,,0.7,,
10336610,2024-05-02 20:50:00+00:00,5.98,273.0,6.4,,,,,,0.7,,
10336610,2024-05-02 20:55:00+00:00,5.97,271.0,6.5,,,,,,0.8,,
10336610,2024-05-02 21:00:00+00:00,5.97,271.0,6.5,,,,,,0.7,,
10336610,2024-05-02 21:05:00+00:00,5.96,270.0,6.6,,,,,,0.8,,
10336610,2024-05-02 21:10:00+00:00,5.96,270.0,6.7,,,,,,0.8,,
10336610,2024-05-02 21:15:00+00:00,5.96,270.0,6.7,,,,,,0.8,,
10336610,2024-05-02 21:20:00+00:00,5.96,270.0,6.8,,,,,,1.2,,
10336610,2024-05-02 21:25:00+00:00,5.96,270.0,6.8,,,,,,0.8,,
10336610,2024-05-02 21:30:00+00:00,5.95,268.0,6.9,,,,,,1.2,,
10336610,2024-05-02 21:35:00+00:00,5.95,268.0,7.0,,,,,,2.2,,
10336610,2024-05-02 21:40:00+00:00,5.95,268.0,7.0,,,,,,0.8,,
10336610,2024-05-02 21:45:00+00:00,5.96,270.0,7.1,,,,,,0.8,,
10336610,2024-05-02 21:50:00+00:00,5.95,268.0,7.1,,,,,,0.8,,
10336610,2024-05-02 21:55:00+00:00,5.95,268.0,7.2,,,,,,0.7,,
10336610,2024-05-02 22:00:00+00:00,5.95,268.0,7.2,,,,,,1.0,,
10336610,2024-05-02 22:05:00+00:00,5.95,268.0,7.3,,,,,,0.9,,
10336610,2024-05-02 22:10:00+00:00,5.95,268.0,7.4,,,,,,0.9,,
10336610,2024-05-02 22:15:00+00:00,5.95,268.0,7.4,,,,,,1.1,,
10336610,2024-05-02 22:20:00+00:00,5.94,266.0,7.5,,,,,,0.8,,
10336610,2024-05-02 22:25:00+00:00,5.94,266.0,7.5,,,,,,0.8,,
10336610,2024-05-02 22:30:00+00:00,5.94,266.0,7.6,,,,,,0.9,,
10336610,2024-05-02 22:35:00+00:00,5.94,266.0,7.6,,,,,,0.8,,
10336610,2024-05-02 22:40:00+00:00,5.94,266.0,7.7,,,,,,2.5,,
10336610,2024-05-02 22:45:00+00:00,5.93,265.0,7.7,,,,,,1.0,,
10336610,2024-05-02 22:50:00+00:00,5.94,266.0,7.8,,,,,,0.9,,
10336610,2024-05-02 22:55:00+00:00,5.93,265.0,7.8,,,,,,0.9,,
10336610,2024-05-02 23:00:00+00:00,5.94,266.0,7.8,,,,,,1.3,,
10336610,2024-05-02 23:05:00+00:00,5.94,266.0,7.9,,,,,,0.9,,
10336610,2024-05-02 23:10:00+00:00,5.93,265.0,7.9,,,,,,1.1,,
10336610,2024-05-02 23:15:00+00:00,5.93,265.0,8.0,,,,,,0.9,,
10336610,2024-05-02 23:20:00+00:00,5.93,265.0,8.0,,,,,,1.0,,
10336610,2024-05-02 23:25:00+00:00,5.92,263.0,8.0,,,,,,0.9,,
10336610,2024-05-02 23:30:00+00:00,5.93,265.0,8.1,,,,,,0.9,,
10336610,2024-05-02 23:35:00+00:00,5.92,263.0,8.1,,,,,,1.1,,
10336610,2024-05-02 23:40:00+00:00,5.92,263.0,8.1,,,,,,1.0,,
10336610,2024-05-02 23:45:00+00:00,5.92,263.0,8.2,,,,,,0.7,,
10336610,2024-05-02 23:50:00+00:00,5.92,263.0,8.2,,,,,,1.1,,
10336610,2024-05-02 23:55:00+00:00,5.92,263.0,8.2,,,,,,0.8,,
10336610,2024-05-03 00:00:00+00:00,5.92,263.0,8.3,,,,,,1.0,,
10336610,2024-05-03 00:05:00+00:00,5.92,263.0,8.3,,,,,,1.0,,
10336610,2024-05-03 00:10:00+00:00,5.91,262.0,8.3,,,,,,1.1,,
10336610,2024-05-03 00:15:00+00:00,5.91,262.0,8.4,,,,,,0.8,,
10336610,2024-05-03 00:20:00+00:00,5.91,262.0,8.4,,,,,,0.8,,
10336610,2024-05-03 00:25:00+00:00,5.91,262.0,8.4,,,,,,1.5,,
10336610,2024-05-03 00:30:00+00:00,5.91,262.0,8.4,,,,,,1.2,,
10336610,2024-05-03 00:35:00+00:00,5.91,262.0,8.5,,,,,,1.5,,
10336610,2024-05-03 00:40:00+00:00,5.91,262.0,8.5,,,,,,0.8,,
10336610,2024-05-03 00:45:00+00:00,5.91,262.0,8.5,,,,,,0.9,,
10336610,2024-05-03 00:50:00+00:00,5.91,262.0,8.5,,,,,,1.0,,
10336610,2024-05-03 00:55:00+00:00,5.9,260.0,8.5,,,,,,0.8,,
10336610,2024-05-03 01:00:00+00:00,5.9,260.0,8.5,,,,,,0.8,,
10336610,2024-05-03 01:05:00+00:00,5.91,262.0,8.6,,,,,,0.6,,
10336610,2024-05-03 01:10:00+00:00,5.91,262.0,8.6,,,,,,1.4,,
10336610,2024-05-03 01:15:00+00:00,5.91,262.0,8.6,,,,,,0.8,,
10336610,2024-05-03 01:20:00+00:00,5.91,262.0,8.6,,,,,,1.2,,
10336610,2024-05-03 01:25:00+00:00,5.9,260.0,8.6,,,,,,0.6,,
10336610,2024-05-03 01:30:00+00:00,5.9,260.0,8.6,,,,,,1.0,,
10336610,2024-05-03 01:35:00+00:00,5.9,260.0,8.6,,,,,,1.2,,
10336610,2024-05-03 01:40:00+00:00,5.91,262.0,8.6,,,,,,0.9,,
10336610,2024-05-03 01:45:00+00:00,5.91,262.0,8.6,,,,,,0.8,,
10336610,2024-05-03 01:50:00+00:00,5.9,260.0,8.6,,,,,,0.8,,
10336610,2024-05-03 01:55:00+00:00,5.91,262.0,8.6,,,,,,0.9,,
10336610,2024-05-03 02:00:00+00:00,5.9,260.0,8.6,,,,,,0.9,,
10336610,2024-05-03 02:05:00+00:00,5.91,262.0,8.6,,,,,,0.7,,
10336610,2024-05-03 02:10:00+00:00,5.91,262.0,8.6,,,,,,1.0,,
10336610,2024-05-03 02:15:00+00:00,5.91,262.0,8.6,,,,,,1.4,,
10336610,2024-05-03 02:20:00+00:00,5.91,262.0,8.6,,,,,,0.7,,
10336610,2024-05-03 02:25:00+00:00,5.9,260.0,8.6,,,,,,1.0,,
10336610,2024-05-03 02:30:00+00:00,5.91,262.0,8.6,,,,,,0.8,,
10336610,2024-05-03 02:35:00+00:00,5.91,262.0,8.6,,,,,,0.8,,
10336610,2024-05-03 02:40:00+00:00,5.91,262.0,8.6,,,,,,1.0,,
10336610,2024-05-03 02:45:00+00:00,5.92,263.0,8.5,,,,,,0.9,,
10336610,2024-05-03 02:50:00+00:00,5.92,263.0,8.5,,,,,,1.1,,
10336610,2024-05-03 02:55:00+00:00,5.91,262.0,8.5,,,,,,0.8,,
10336610,2024-05-03 03:00:00+00:00,5.92,263.0,8.5,,,,,,1.1,,
10336610,2024-05-03 03:05:00+00:00,5.92,263.0,8.5,,,,,,1.1,,
10336610,2024-05-03 03:10:00+00:00,5.93,265.0,8.5,,,,,,1.1,,
10336610,2024-05-03 03:15:00+00:00,5.92,263.0,8.4,,,,,,0.8,,
10336610,2024-05-03 03:20:00+00:00,5.93,265.0,8.4,,,,,,1.2,,
10336610,2024-05-03 03:25:00+00:00,5.93,265.0,8.4,,,,,,1.2,,
10336610,2024-05-03 03:30:00+00:00,5.93,265.0,8.4,,,,,,0.7,,
10336610,2024-05-03 03:35:00+00:00,5.94,266.0,8.4,,,,,,1.6,,
10336610,2024-05-03 03:40:00+00:00,5.94,266.0,8.3,,,,,,1.1,,
10336610,2024-05-03 03:45:00+00:00,5.94,266.0,8.3,,,,,,0.9,,
10336610,2024-05-03 03:50:00+00:00,5.94,266.0,8.2,,,,,,1.3,,
10336610,2024-05-03 03:55:00+00:00,5.95,268.0,8.2,,,,,,1.5,,
10336610,2024-05-03 04:00:00+00:00,5.95,268.0,8.2,,,,,,1.0,,
10336610,2024-05-03 04:05:00+00:00,5.96,270.0,8.1,,,,,,1.2,,
10336610,2024-05-03 04:10:00+00:00,5.96,270.0,8.1,,,,,,0.9,,
10336610,2024-05-03 04:15:00+00:00,5.97,271.0,8.0,,,,,,1.1,,
10336610,2024-05-03 04:20:00+00:00,5.98,273.0,8.0,,,,,,1.2,,
10336610,2024-05-03 04:25:00+00:00,5.97,271.0,7.9,,,,,,1.6,,
10336610,2024-05-03 04:30:00+00:00,5.98,273.0,7.9,,,,,,1.2,,
10336610,2024-05-03 04:35:00+00:00,5.98,273.0,7.8,,,,,,0.9,,
10336610,2024-05-03 04:40:00+00:00,5.98,273.0,7.8,,,,,,1.3,,
10336610,2024-05-03 04:45:00+00:00,5.98,273.0,7.7,,,,,,1.2,,
10336610,2024-05-03 04:50:00+00:00,5.99,275.0,7.7,,,,,,1.2,,
10336610,2024-05-03 04:55:00+00:00,5.99,275.0,7.6,,,,,,0.8,,
10336610,2024-05-03 05:00:00+00:00,6.0,276.0,7.6,,,,,,1.2,,
10336610,2024-05-03 05:05:00+00:00,6.0,276.0,7.6,,,,,,1.1,,
10336610,2024-05-03 05:10:00+00:00,6.01,278.0,7.5,,,,,,1.1,,
10336610,2024-05-03 05:15:00+00:00,6.02,280.0,7.5,,,,,,1.4,,
10336610,2024-05-03 05:20:00+00:00,6.03,281.0,7.4,,,,,,1.0,,
10336610,2024-05-03 05:25:00+00:00,6.03,281.0,7.4,,,,,,0.9,,
10336610,2024-05-03 05:30:00+00:00,6.04,283.0,7.4,,,,,,1.8,,
10336610,2024-05-03 05:35:00+00:00,6.05,285.0,7.3,,,,,,1.3,,
10336610,2024-05-03 05:40:00+00:00,6.05,285.0,7.3,,,,,,2.2,,
10336610,2024-05-03 05:45:00+00:00,6.06,287.0,7.2,,,,,,1.9,,
10336610,2024-05-03 05:50:00+00:00,6.06,287.0,7.2,,,,,,2.1,,
10336610,2024-05-03 05:55:00+00:00,6.07,288.0,7.2,,,,,,1.4,,
10336610,2024-05-03 06:00:00+00:00,6.07,288.0,7.1,,,,,,1.4,,
10336610,2024-05-03 06:05:00+00:00,6.08,290.0,7.1,,,,,,1.3,,
10336610,2024-05-03 06:10:00+00:00,6.09,292.0,7.1,,,,,,1.1,,
10336610,2024-05-03 06:15:00+00:00,6.1,293.0,7.0,,,,,,2.0,,
10336610,2024-05-03 06:20:00+00:00,6.1,293.0,7.0,,,,,,1.4,,
10336610,2024-05-03 06:25:00+00:00,6.11,295.0,7.0,,,,,,2.6,,
10336610,2024-05-03 06:30:00+00:00,6.11,295.0,6.9,,,,,,1.9,,
10336610,2024-05-03 06:35:00+00:00,6.12,297.0,6.9,,,,,,2.2,,
10336610,2024-05-03 06:40:00+00:00,6.14,300.0,6.9,,,,,,1.1,,
10336610,2024-05-03 06:45:00+00:00,6.14,300.0,6.8,,,,,,2.4,,
10336610,2024-05-03 06:50:00+00:00,6.15,302.0,6.8,,,,,,5.4,,
10336610,2024-05-03 06:55:00+00:00,6.16,304.0,6.8,,,,,,1.8,,
10336645,2024-05-01 07:00:00+00:00,2.03,77.8,2.4,,,,,,,,
10336645,2024-05-01 07:05:00+00:00,2.03,77.8,2.4,,,,,,,,
10336645,2024-05-01 07:10:00+00:00,2.02,76.2,2.3,,,,,,,,
10336645,2024-05-01 07:15:00+00:00,2.02,76.2,2.3,,,,,,,,
10336645,2024-05-01 07:20:00+00:00,2.03,77.8,2.3,,,,,,,,
10336645,2024-05-01 07:25:00+00:00,2.03,77.8,2.2,,,,,,,,
10336645,2024-05-01 07:30:00+00:00,2.04,79.4,2.2,,,,,,,,
10336645,2024-05-01 07:35:00+00:00,2.05,81.1,2.2,,,,,,,,
10336645,2024-05-01 07:40:00+00:00,2.03,77.8,2.2,,,,,,,,
10336645,2024-05-01 07:45:00+00:00,2.04,79.4,2.1,,,,,,,,
10336645,2024-05-01 07:50:00+00:00,2.05,81.1,2.1,,,,,,,,
10336645,2024-05-01 07:55:00+00:00,2.04,79.4,2.1,,,,,,,,
10336645,2024-05-01 08:00:00+00:00,2.02,76.2,2.1,,,,,,,,
10336645,2024-05-01 08:05:00+00:00,2.02,76.2,2.1,,,,,,,,
10336645,2024-05-01 08:10:00+00:00,2.02,76.2,2.0,,,,,,,,
10336645,2024-05-01 08:15:00+00:00,2.03,77.8,2.0,,,,,,,,
10336645,2024-05-01 08:20:00+00:00,2.02,76.2,2.0,,,,,,,,
10336645,2024-05-01 08:25:00+00:00,2.02,76.2,2.0,,,,,,,,
10336645,2024-05-01 08:30:00+00:00,2.02,76.2,2.0,,,,,,,,
10336645,2024-05-01 08:35:00+00:00,2.02,76.2,1.9,,,,,,,,
10336645,2024-05-01 08:40:00+00:00,2.02,76.2,1.9,,,,,,,,
10336645,2024-05-01 08:45:00+00:00,2.02,76.2,1.9,,,,,,,,
10336645,2024-05-01 08:50:00+00:00,2.02,76.2,1.9,,,,,,,,
10336645,2024-05-01 08:55:00+00:00,2.02,76.2,1.9,,,,,,,,
10336645,2024-05-01 09:00:00+00:00,2.02,76.2,1.8,,,,,,,,
10336645,2024-05-01 09:05:00+00:00,2.02,76.2,1.8,,,,,,,,
10336645,2024-05-01 09:10:00+00:00,2.03,77.8,1.8,,,,,,,,
10336645,2024-05-01 09:15:00+00:00,2.02,76.2,1.8,,,,,,,,
10336645,2024-05-01 09:20:00+00:00,2.03,77.8,1.8,,,,,,,,
10336645,2024-05-01 09:25:00+00:00,2.02,76.2,1.8,,,,,,,,
10336645,2024-05-01 09:30:00+00:00,2.02,76.2,1.7,,,,,,,,
10336645,2024-05-01 09:35:00+00:00,2.02,76.2,1.7,,,,,,,,
10336645,2024-05-01 09:40:00+00:00,2.02,76.2,1.7,,,,,,,,
10336645,2024-05-01 09:45:00+00:00,2.02,76.2,1.7,,,,,,,,
10336645,2024-05-01 09:50:00+00:00,2.02,76.2,1.7,,,,,,,,
10336645,2024-05-01 09:55:00+00:00,2.02,76.2,1.7,,,,,,,,
10336645,2024-05-01 10:00:00+00:00,2.02,76.2,1.7,,,,,,,,
10336645,2024-05-01 10:05:00+00:00,2.01,74.6,1.6,,,,,,,,
10336645,2024-05-01 10:10:00+00:00,2.01,74.6,1.6,,,,,,,,
10336645,2024-05-01 10:15:00+00:00,2.02,76.2,1.6,,,,,,,,
10336645,2024-05-01 10:20:00+00:00,2.01,74.6,1.6,,,,,,,,
10336645,2024-05-01 10:25:00+00:00,2.01,74.6,1.6,,,,,,,,
10336645,2024-05-01 10:30:00+00:00,2.02,76.2,1.6,,,,,,,,
10336645,2024-05-01 10:35:00+00:00,2.01,74.6,1.6,,,,,,,,
10336645,2024-05-01 10:40:00+00:00,2.01,74.6,1.5,,,,,,,,
10336645,2024-05-01 10:45:00+00:00,2.01,74.6,1.5,,,,,,,,
10336645,2024-05-01 10:50:00+00:00,2.01,74.6,1.5,,,,,,,,
10336645,2024-05-01 10:55:00+00:00,2.01,74.6,1.5,,,,,,,,
10336645,2024-05-01 11:00:00+00:00,2.01,74.6,1.5,,,,,,,,
10336645,2024-05-01 11:05:00+00:00,2.0,73.1,1.5,,,,,,,,
10336645,2024-05-01 11:10:00+00:00,2.01,74.6,1.5,,,,,,,,
10336645,2024-05-01 11:15:00+00:00,2.0,73.1,1.5,,,,,,,,
10336645,2024-05-01 11:20:00+00:00,2.01,74.6,1.4,,,,,,,,
10336645,2024-05-01 11:25:00+00:00,2.01,74.6,1.4,,,,,,,,
10336645,2024-05-01 11:30:00+00:00,2.0,73.1,1.4,,,,,,,,
10336645,2024-05-01 11:35:00+00:00,2.01,74.6,1.4,,,,,,,,
10336645,2024-05-01 11:40:00+00:00,2.01,74.6,1.4,,,,,,,,
10336645,2024-05-01 11:45:00+00:00,2.0,73.1,1.4,,,,,,,,
10336645,2024-05-01 11:50:00+00:00,2.01,74.6,1.4,,,,,,,,
10336645,2024-05-01 11:55:00+00:00,2.0,73.1,1.4,,,,,,,,
10336645,2024-05-01 12:00:00+00:00,2.0,73.1,1.4,,,,,,,,
10336645,2024-05-01 12:05:00+00:00,1.99,71.6,1.4,,,,,,,,
10336645,2024-05-01 12:10:00+00:00,2.0,73.1,1.3,,,,,,,,
10336645,2024-05-01 12:15:00+00:00,1.99,71.6,1.3,,,,,,,,
10336645,2024-05-01 12:20:00+00:00,1.99,71.6,1.3,,,,,,,,
10336645,2024-05-01 12:25:00+00:00,1.99,71.6,1.3,,,,,,,,
10336645,2024-05-01 12:30:00+00:00,2.0,73.1,1.3,,,,,,,,
10336645,2024-05-01 12:35:00+00:00,1.99,71.6,1.3,,,,,,,,
10336645,2024-05-01 12:40:00+00:00,1.99,71.6,1.3,,,,,,,,
10336645,2024-05-01 12:45:00+00:00,1.99,71.6,1.3,,,,,,,,
10336645,2024-05-01 12:50:00+00:00,1.99,71.6,1.3,,,,,,,,
10336645,2024-05-01 12:55:00+00:00,1.99,71.6,1.3,,,,,,,,
10336645,2024-05-01 13:00:00+00:00,2.0,73.1,1.2,,,,,,,,
10336645,2024-05-01 13:05:00+00:00,1.99,71.6,1.2,,,,,,,,
10336645,2024-05-01 13:10:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 13:15:00+00:00,1.99,71.6,1.2,,,,,,,,
10336645,2024-05-01 13:20:00+00:00,1.99,71.6,1.2,,,,,,,,
10336645,2024-05-01 13:25:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 13:30:00+00:00,1.99,71.6,1.2,,,,,,,,
10336645,2024-05-01 13:35:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 13:40:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 13:45:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 13:50:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 13:55:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 14:00:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 14:05:00+00:00,1.97,68.6,1.2,,,,,,,,
10336645,2024-05-01 14:10:00+00:00,1.97,68.6,1.2,,,,,,,,
10336645,2024-05-01 14:15:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 14:20:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 14:25:00+00:00,1.98,70.1,1.2,,,,,,,,
10336645,2024-05-01 14:30:00+00:00,1.98,70.1,1.2,,,,,,,,
