site_no,datetime,00065,00060,00010,00095,00300,00400,72255,63160,63680,00301,32316
11525854,2024-05-02 16:45:00+00:00,10.54,4920.0,8.4,,,,,,,,
11525854,2024-05-02 17:00:00+00:00,10.5,4850.0,8.5,,,,,,,,
11525854,2024-05-02 17:15:00+00:00,10.51,4870.0,8.5,,,,,,,,
11525854,2024-05-02 17:30:00+00:00,10.51,4870.0,8.6,,,,,,,,
11525854,2024-05-02 17:45:00+00:00,10.51,4870.0,8.6,,,,,,,,
11525854,2024-05-02 18:00:00+00:00,10.5,4850.0,8.7,,,,,,,,
11525854,2024-05-02 18:15:00+00:00,10.47,4800.0,8.8,,,,,,,,
11525854,2024-05-02 18:30:00+00:00,10.52,4880.0,8.9,,,,,,,,
11525854,2024-05-02 18:45:00+00:00,10.46,4780.0,9.0,,,,,,,,
11525854,2024-05-02 19:00:00+00:00,10.53,4900.0,9.1,,,,,,,,
11525854,2024-05-02 19:15:00+00:00,10.5,4850.0,9.2,,,,,,,,
11525854,2024-05-02 19:30:00+00:00,10.5,4850.0,9.3,,,,,,,,
11525854,2024-05-02 19:45:00+00:00,10.51,4870.0,9.4,,,,,,,,
11525854,2024-05-02 20:00:00+00:00,10.52,4880.0,9.5,,,,,,,,
11525854,2024-05-02 20:15:00+00:00,10.46,4780.0,9.6,,,,,,,,
11525854,2024-05-02 20:30:00+00:00,10.43,4730.0,9.7,,,,,,,,
11525854,2024-05-02 20:45:00+00:00,10.5,4850.0,9.8,,,,,,,,
11525854,2024-05-02 21:00:00+00:00,10.49,4830.0,9.8,,,,,,,,
11525854,2024-05-02 21:15:00+00:00,10.47,4800.0,9.9,,,,,,,,
11525854,2024-05-02 21:30:00+00:00,10.5,4850.0,10.0,,,,,,,,
11525854,2024-05-02 21:45:00+00:00,10.47,4800.0,10.1,,,,,,,,
11525854,2024-05-02 22:00:00+00:00,10.46,4780.0,10.1,,,,,,,,
11525854,2024-05-02 22:15:00+00:00,10.44,4750.0,10.1,,,,,,,,
11525854,2024-05-02 22:30:00+00:00,10.47,4800.0,10.2,,,,,,,,
11525854,2024-05-02 22:45:00+00:00,10.48,4810.0,10.2,,,,,,,,
11525854,2024-05-02 23:00:00+00:00,10.48,4810.0,10.3,,,,,,,,
11525854,2024-05-02 23:15:00+00:00,10.45,4760.0,10.4,,,,,,,,
11525854,2024-05-02 23:30:00+00:00,10.48,4810.0,10.4,,,,,,,,
11525854,2024-05-02 23:45:00+00:00,10.47,4800.0,10.5,,,,,,,,
11525854,2024-05-03 00:00:00+00:00,10.47,4800.0,10.5,,,,,,,,
11525854,2024-05-03 00:15:00+00:00,10.5,4850.0,10.6,,,,,,,,
11525854,2024-05-03 00:30:00+00:00,10.42,4710.0,10.6,,,,,,,,
11525854,2024-05-03 00:45:00+00:00,10.5,4850.0,10.6,,,,,,,,
11525854,2024-05-03 01:00:00+00:00,10.48,4810.0,10.6,,,,,,,,
11525854,2024-05-03 01:15:00+00:00,10.47,4800.0,10.5,,,,,,,,
11525854,2024-05-03 01:30:00+00:00,10.46,4780.0,10.5,,,,,,,,
11525854,2024-05-03 01:45:00+00:00,10.47,4800.0,10.4,,,,,,,,
11525854,2024-05-03 02:00:00+00:00,10.47,4800.0,10.3,,,,,,,,
11525854,2024-05-03 02:15:00+00:00,10.48,4810.0,10.3,,,,,,,,
11525854,2024-05-03 02:30:00+00:00,10.49,4830.0,10.2,,,,,,,,
11525854,2024-05-03 02:45:00+00:00,10.47,4800.0,10.1,,,,,,,,
11525854,2024-05-03 03:00:00+00:00,10.49,4830.0,10.0,,,,,,,,
11525854,2024-05-03 03:15:00+00:00,10.51,4870.0,9.9,,,,,,,,
11525854,2024-05-03 03:30:00+00:00,10.51,4870.0,9.9,,,,,,,,
11525854,2024-05-03 03:45:00+00:00,10.48,4810.0,9.8,,,,,,,,
11525854,2024-05-03 04:00:00+00:00,10.51,4870.0,9.7,,,,,,,,
11525854,2024-05-03 04:15:00+00:00,10.46,4780.0,9.6,,,,,,,,
11525854,2024-05-03 04:30:00+00:00,10.46,4780.0,9.6,,,,,,,,
11525854,2024-05-03 04:45:00+00:00,10.5,4850.0,9.5,,,,,,,,
11525854,2024-05-03 05:00:00+00:00,10.49,4830.0,9.5,,,,,,,,
11525854,2024-05-03 05:15:00+00:00,10.45,4760.0,9.4,,,,,,,,
11525854,2024-05-03 05:30:00+00:00,10.41,4690.0,9.4,,,,,,,,
11525854,2024-05-03 05:45:00+00:00,10.5,4850.0,9.3,,,,,,,,
11525854,2024-05-03 06:00:00+00:00,10.52,4880.0,9.2,,,,,,,,
11525854,2024-05-03 06:15:00+00:00,10.44,4750.0,9.2,,,,,,,,
11525854,2024-05-03 06:30:00+00:00,10.49,4830.0,9.2,,,,,,,,
11525854,2024-05-03 06:45:00+00:00,10.49,4830.0,9.1,,,,,,,,
11530000,2024-05-01 07:00:00+00:00,18.34,10200.0,10.5,,,,,,,,
11530000,2024-05-01 07:15:00+00:00,18.34,10200.0,10.5,,,,,,,,
11530000,2024-05-01 07:30:00+00:00,18.35,10300.0,10.5,,,,,,,,
11530000,2024-05-01 07:45:00+00:00,18.33,10200.0,10.4,,,,,,,,
11530000,2024-05-01 08:00:00+00:00,18.33,10200.0,10.4,,,,,,,,
11530000,2024-05-01 08:15:00+00:00,18.32,10200.0,10.4,,,,,,,,
11530000,2024-05-01 08:30:00+00:00,18.31,10200.0,10.4,,,,,,,,
11530000,2024-05-01 08:45:00+00:00,18.31,10200.0,10.3,,,,,,,,
11530000,2024-05-01 09:00:00+00:00,18.31,10200.0,10.3,,,,,,,,
11530000,2024-05-01 09:15:00+00:00,18.3,10200.0,10.3,,,,,,,,
11530000,2024-05-01 09:30:00+00:00,18.3,10200.0,10.3,,,,,,,,
11530000,2024-05-01 09:45:00+00:00,18.29,10100.0,10.3,,,,,,,,
11530000,2024-05-01 10:00:00+00:00,18.29,10100.0,10.2,,,,,,,,
11530000,2024-05-01 10:15:00+00:00,18.27,10100.0,10.2,,,,,,,,
11530000,2024-05-01 10:30:00+00:00,18.29,10100.0,10.2,,,,,,,,
11530000,2024-05-01 10:45:00+00:00,18.28,10100.0,10.2,,,,,,,,
11530000,2024-05-01 11:00:00+00:00,18.29,10100.0,10.2,,,,,,,,
11530000,2024-05-01 11:15:00+00:00,18.26,10100.0,10.2,,,,,,,,
11530000,2024-05-01 11:30:00+00:00,18.28,10100.0,10.2,,,,,,,,
11530000,2024-05-01 11:45:00+00:00,18.29,10100.0,10.2,,,,,,,,
11530000,2024-05-01 12:00:00+00:00,18.27,10100.0,10.2,,,,,,,,
11530000,2024-05-01 12:15:00+00:00,18.24,10000.0,10.2,,,,,,,,
11530000,2024-05-01 12:30:00+00:00,18.28,10100.0,10.2,,,,,,,,
11530000,2024-05-01 12:45:00+00:00,18.26,10100.0,10.1,,,,,,,,
11530000,2024-05-01 13:00:00+00:00,18.23,10000.0,10.1,,,,,,,,
11530000,2024-05-01 13:15:00+00:00,18.26,10100.0,10.2,,,,,,,,
11530000,2024-05-01 13:30:00+00:00,18.26,10100.0,10.2,,,,,,,,
11530000,2024-05-01 13:45:00+00:00,18.22,9990.0,10.2,,,,,,,,
11530000,2024-05-01 14:00:00+00:00,18.22,9990.0,10.2,,,,,,,,
11530000,2024-05-01 14:15:00+00:00,18.23,10000.0,10.2,,,,,,,,
11530000,2024-05-01 14:30:00+00:00,18.23,10000.0,10.2,,,,,,,,
11530000,2024-05-01 14:45:00+00:00,18.23,10000.0,10.2,,,,,,,,
11530000,2024-05-01 15:00:00+00:00,18.22,9990.0,10.2,,,,,,,,
11530000,2024-05-01 15:15:00+00:00,18.2,9940.0,10.2,,,,,,,,
11530000,2024-05-01 15:30:00+00:00,18.24,10000.0,10.2,,,,,,,,
11530000,2024-05-01 15:45:00+00:00,18.21,9970.0,10.2,,,,,,,,
11530000,2024-05-01 16:00:00+00:00,18.22,9990.0,10.3,,,,,,,,
11530000,2024-05-01 16:15:00+00:00,18.2,9940.0,10.3,,,,,,,,
11530000,2024-05-01 16:30:00+00:00,18.2,9940.0,10.3,,,,,,,,
11530000,2024-05-01 16:45:00+00:00,18.18,9900.0,10.4,,,,,,,,
11530000,2024-05-01 17:00:00+00:00,18.18,9900.0,10.4,,,,,,,,
11530000,2024-05-01 17:15:00+00:00,18.19,9920.0,10.4,,,,,,,,
11530000,2024-05-01 17:30:00+00:00,18.2,9940.0,10.5,,,,,,,,
11530000,2024-05-01 17:45:00+00:00,18.19,9920.0,10.5,,,,,,,,
11530000,2024-05-01 18:00:00+00:00,18.17,9880.0,10.6,,,,,,,,
11530000,2024-05-01 18:15:00+00:00,18.17,9880.0,10.6,,,,,,,,
11530000,2024-05-01 18:30:00+00:00,18.19,9920.0,10.7,,,,,,,,
11530000,2024-05-01 18:45:00+00:00,18.17,9880.0,10.8,,,,,,,,
11530000,2024-05-01 19:00:00+00:00,18.19,9920.0,10.8,,,,,,,,
11530000,2024-05-01 19:15:00+00:00,18.18,9900.0,10.9,,,,,,,,
11530000,2024-05-01 19:30:00+00:00,18.18,9900.0,11.0,,,,,,,,
11530000,2024-05-01 19:45:00+00:00,18.16,9860.0,11.0,,,,,,,,
11530000,2024-05-01 20:00:00+00:00,18.19,9920.0,11.1,,,,,,,,
11530000,2024-05-01 20:15:00+00:00,18.16,9860.0,11.2,,,,,,,,
11530000,2024-05-01 20:30:00+00:00,18.16,9860.0,11.2,,,,,,,,
11530000,2024-05-01 20:45:00+00:00,18.16,9860.0,11.3,,,,,,,,
11530000,2024-05-01 21:00:00+00:00,18.17,9880.0,11.4,,,,,,,,
11530000,2024-05-01 21:15:00+00:00,18.15,9840.0,11.4,,,,,,,,
11530000,2024-05-01 21:30:00+00:00,18.12,9780.0,11.5,,,,,,,,
11530000,2024-05-01 21:45:00+00:00,18.15,9840.0,11.6,,,,,,,,
11530000,2024-05-01 22:00:00+00:00,18.14,9820.0,11.6,,,,,,,,
11530000,2024-05-01 22:15:00+00:00,18.16,9860.0,11.7,,,,,,,,
11530000,2024-05-01 22:30:00+00:00,18.13,9800.0,11.7,,,,,,,,
11530000,2024-05-01 22:45:00+00:00,18.16,9860.0,11.8,,,,,,,,
11530000,2024-05-01 23:00:00+00:00,18.12,9780.0,11.8,,,,,,,,
11530000,2024-05-01 23:15:00+00:00,18.15,9840.0,11.8,,,,,,,,
11530000,2024-05-01 23:30:00+00:00,18.14,9820.0,11.8,,,,,,,,
11530000,2024-05-01 23:45:00+00:00,18.12,9780.0,11.8,,,,,,,,
11530000,2024-05-02 00:00:00+00:00,18.15,9840.0,11.8,,,,,,,,
11530000,2024-05-02 00:15:00+00:00,18.11,9750.0,11.8,,,,,,,,
11530000,2024-05-02 00:30:00+00:00,18.14,9820.0,11.8,,,,,,,,
11530000,2024-05-02 00:45:00+00:00,18.14,9820.0,11.8,,,,,,,,
11530000,2024-05-02 01:00:00+00:00,18.14,9820.0,11.8,,,,,,,,
11530000,2024-05-02 01:15:00+00:00,18.09,9710.0,11.8,,,,,,,,
11530000,2024-05-02 01:30:00+00:00,18.11,9750.0,11.7,,,,,,,,
11530000,2024-05-02 01:45:00+00:00,18.11,9750.0,11.7,,,,,,,,
11530000,2024-05-02 02:00:00+00:00,18.1,9730.0,11.6,,,,,,,,
11530000,2024-05-02 02:15:00+00:00,18.1,9730.0,11.6,,,,,,,,
11530000,2024-05-02 02:30:00+00:00,18.1,9730.0,11.6,,,,,,,,
11530000,2024-05-02 02:45:00+00:00,18.11,9750.0,11.5,,,,,,,,
11530000,2024-05-02 03:00:00+00:00,18.06,9650.0,11.5,,,,,,,,
11530000,2024-05-02 03:15:00+00:00,18.11,9750.0,11.4,,,,,,,,
11530000,2024-05-02 03:30:00+00:00,18.09,9710.0,11.4,,,,,,,,
11530000,2024-05-02 03:45:00+00:00,18.05,9630.0,11.3,,,,,,,,
11530000,2024-05-02 04:00:00+00:00,18.08,9690.0,11.3,,,,,,,,
11530000,2024-05-02 04:15:00+00:00,18.1,9730.0,11.2,,,,,,,,
11530000,2024-05-02 04:30:00+00:00,18.08,9690.0,11.2,,,,,,,,
11530000,2024-05-02 04:45:00+00:00,18.08,9690.0,11.1,,,,,,,,
11530000,2024-05-02 05:00:00+00:00,18.08,9690.0,11.1,,,,,,,,
11530000,2024-05-02 05:15:00+00:00,18.09,9710.0,11.0,,,,,,,,
11530000,2024-05-02 05:30:00+00:00,18.08,9690.0,11.0,,,,,,,,
11530000,2024-05-02 05:45:00+00:00,18.08,9690.0,11.0,,,,,,,,
11530000,2024-05-02 06:00:00+00:00,18.07,9670.0,10.9,,,,,,,,
11530000,2024-05-02 06:15:00+00:00,18.05,9630.0,10.9,,,,,,,,
11530000,2024-05-02 06:30:00+00:00,18.03,9590.0,10.8,,,,,,,,
11530000,2024-05-02 06:45:00+00:00,18.05,9630.0,10.8,,,,,,,,
11530000,2024-05-02 07:00:00+00:00,18.06,9650.0,10.8,,,,,,,,
11530000,2024-05-02 07:15:00+00:00,18.07,9670.0,10.8,,,,,,,,
11530000,2024-05-02 07:30:00+00:00,18.07,9670.0,10.7,,,,,,,,
11530000,2024-05-02 07:45:00+00:00,18.04,9610.0,10.7,,,,,,,,
11530000,2024-05-02 08:00:00+00:00,18.04,9610.0,10.7,,,,,,,,
11530000,2024-05-02 08:15:00+00:00,18.03,9590.0,10.6,,,,,,,,
11530000,2024-05-02 08:30:00+00:00,18.03,9590.0,10.6,,,,,,,,
11530000,2024-05-02 08:45:00+00:00,17.99,9500.0,10.6,,,,,,,,
11530000,2024-05-02 09:00:00+00:00,18.03,9590.0,10.6,,,,,,,,
11530000,2024-05-02 09:15:00+00:00,18.03,9590.0,10.6,,,,,,,,
11530000,2024-05-02 09:30:00+00:00,18.01,9550.0,10.6,,,,,,,,
11530000,2024-05-02 09:45:00+00:00,18.03,9590.0,10.6,,,,,,,,
11530000,2024-05-02 10:00:00+00:00,18.0,9520.0,10.6,,,,,,,,
11530000,2024-05-02 10:15:00+00:00,17.98,9480.0,10.6,,,,,,,,
11530000,2024-05-02 10:30:00+00:00,18.0,9520.0,10.6,,,,,,,,
11530000,2024-05-02 10:45:00+00:00,18.0,9520.0,10.6,,,,,,,,
11530000,2024-05-02 11:00:00+00:00,18.02,9570.0,10.6,,,,,,,,
11530000,2024-05-02 11:15:00+00:00,17.98,9480.0,10.6,,,,,,,,
11530000,2024-05-02 11:30:00+00:00,17.97,9460.0,10.6,,,,,,,,
11530000,2024-05-02 11:45:00+00:00,18.0,9520.0,10.5,,,,,,,,
11530000,2024-05-02 12:00:00+00:00,17.98,9480.0,10.5,,,,,,,,
11530000,2024-05-02 12:15:00+00:00,18.0,9520.0,10.5,,,,,,,,
11530000,2024-05-02 12:30:00+00:00,17.98,9480.0,10.5,,,,,,,,
11530000,2024-05-02 12:45:00+00:00,17.98,9480.0,10.5,,,,,,,,
11530000,2024-05-02 13:00:00+00:00,17.99,9500.0,10.5,,,,,,,,
11530000,2024-05-02 13:15:00+00:00,17.96,9440.0,10.5,,,,,,,,
11530000,2024-05-02 13:30:00+00:00,17.96,9440.0,10.5,,,,,,,,
11530000,2024-05-02 13:45:00+00:00,17.97,9460.0,10.5,,,,,,,,
11530000,2024-05-02 14:00:00+00:00,17.96,9440.0,10.5,,,,,,,,
11530000,2024-05-02 14:15:00+00:00,17.96,9440.0,10.5,,,,,,,,
11530000,2024-05-02 14:30:00+00:00,17.98,9480.0,10.5,,,,,,,,
11530000,2024-05-02 14:45:00+00:00,17.95,9420.0,10.6,,,,,,,,
11530000,2024-05-02 15:00:00+00:00,17.97,9460.0,10.6,,,,,,,,
11530000,2024-05-02 15:15:00+00:00,17.96,9440.0,10.6,,,,,,,,
11530000,2024-05-02 15:30:00+00:00,17.97,9460.0,10.6,,,,,,,,
11530000,2024-05-02 15:45:00+00:00,17.97,9460.0,10.6,,,,,,,,
11530000,2024-05-02 16:00:00+00:00,17.95,9420.0,10.6,,,,,,,,
11530000,2024-05-02 16:15:00+00:00,17.96,9440.0,10.6,,,,,,,,
11530000,2024-05-02 16:30:00+00:00,17.96,9440.0,10.6,,,,,,,,
11530000,2024-05-02 16:45:00+00:00,17.94,9400.0,10.7,,,,,,,,
11530000,2024-05-02 17:00:00+00:00,17.97,9460.0,10.7,,,,,,,,
11530000,2024-05-02 17:15:00+00:00,17.93,9380.0,10.7,,,,,,,,
11530000,2024-05-02 17:30:00+00:00,17.94,9400.0,10.7,,,,,,,,
11530000,2024-05-02 17:45:00+00:00,17.94,9400.0,10.8,,,,,,,,
11530000,2024-05-02 18:00:00+00:00,17.93,9380.0,10.8,,,,,,,,
11530000,2024-05-02 18:15:00+00:00,17.96,9440.0,10.8,,,,,,,,
11530000,2024-05-02 18:30:00+00:00,17.95,9420.0,10.8,,,,,,,,
11530000,2024-05-02 18:45:00+00:00,17.95,9420.0,10.9,,,,,,,,
11530000,2024-05-02 19:00:00+00:00,17.95,9420.0,10.9,,,,,,,,
11530000,2024-05-02 19:15:00+00:00,17.94,9400.0,10.9,,,,,,,,
11530000,2024-05-02 19:30:00+00:00,17.93,9380.0,10.9,,,,,,,,
11530000,2024-05-02 19:45:00+00:00,17.93,9380.0,11.0,,,,,,,,
11530000,2024-05-02 20:00:00+00:00,17.93,9380.0,11.0,,,,,,,,
11530000,2024-05-02 20:15:00+00:00,17.92,9360.0,11.0,,,,,,,,
11530000,2024-05-02 20:30:00+00:00,17.93,9380.0,11.1,,,,,,,,
11530000,2024-05-02 20:45:00+00:00,17.91,9340.0,11.1,,,,,,,,
11530000,2024-05-02 21:00:00+00:00,17.93,9380.0,11.2,,,,,,,,
11530000,2024-05-02 21:15:00+00:00,17.89,9300.0,11.2,,,,,,,,
11530000,2024-05-02 21:30:00+00:00,17.87,9260.0,11.2,,,,,,,,
11530000,2024-05-02 21:45:00+00:00,17.92,9360.0,11.3,,,,,,,,
11530000,2024-05-02 22:00:00+00:00,17.91,9340.0,11.3,,,,,,,,
11530000,2024-05-02 22:15:00+00:00,17.89,9300.0,11.4,,,,,,,,
11530000,2024-05-02 22:30:00+00:00,17.89,9300.0,11.4,,,,,,,,
11530000,2024-05-02 22:45:00+00:00,17.91,9340.0,11.4,,,,,,,,
11530000,2024-05-02 23:00:00+00:00,17.91,9340.0,11.4,,,,,,,,
11530000,2024-05-02 23:15:00+00:00,17.9,9320.0,11.4,,,,,,,,
11530000,2024-05-02 23:30:00+00:00,17.9,9320.0,11.4,,,,,,,,
11530000,2024-05-02 23:45:00+00:00,17.91,9340.0,11.5,,,,,,,,
11530000,2024-05-03 00:00:00+00:00,17.92,9360.0,11.5,,,,,,,,
11530000,2024-05-03 00:15:00+00:00,17.89,9300.0,11.6,,,,,,,,
11530000,2024-05-03 00:30:00+00:00,17.88,9280.0,11.6,,,,,,,,
11530000,2024-05-03 00:45:00+00:00,17.9,9320.0,11.6,,,,,,,,
11530000,2024-05-03 01:00:00+00:00,17.9,9320.0,11.6,,,,,,,,
11530000,2024-05-03 01:15:00+00:00,17.9,9320.0,11.6,,,,,,,,
11530000,2024-05-03 01:30:00+00:00,17.91,9340.0,11.6,,,,,,,,
11530000,2024-05-03 01:45:00+00:00,17.91,9340.0,11.5,,,,,,,,
11530000,2024-05-03 02:00:00+00:00,17.89,9300.0,11.5,,,,,,,,
11530000,2024-05-03 02:15:00+00:00,17.88,9280.0,11.5,,,,,,,,
11530000,2024-05-03 02:30:00+00:00,17.91,9340.0,11.4,,,,,,,,
11530000,2024-05-03 02:45:00+00:00,17.88,9280.0,11.4,,,,,,,,
11530000,2024-05-03 03:00:00+00:00,17.91,9340.0,11.4,,,,,,,,
11530000,2024-05-03 03:15:00+00:00,17.89,9300.0,11.4,,,,,,,,
11530000,2024-05-03 03:30:00+00:00,17.9,9320.0,11.4,,,,,,,,
11530000,2024-05-03 03:45:00+00:00,17.9,9320.0,11.4,,,,,,,,
11530000,2024-05-03 04:00:00+00:00,17.9,9320.0,11.4,,,,,,,,
11530000,2024-05-03 04:15:00+00:00,17.87,9260.0,11.4,,,,,,,,
11530000,2024-05-03 04:30:00+00:00,17.9,9320.0,11.4,,,,,,,,
11530000,2024-05-03 04:45:00+00:00,17.88,9280.0,11.3,,,,,,,,
11530000,2024-05-03 05:00:00+00:00,17.87,9260.0,11.3,,,,,,,,
11530000,2024-05-03 05:15:00+00:00,17.89,9300.0,11.2,,,,,,,,
11530000,2024-05-03 05:30:00+00:00,17.9,9320.0,11.1,,,,,,,,
11530000,2024-05-03 05:45:00+00:00,17.89,9300.0,11.0,,,,,,,,
11530000,2024-05-03 06:00:00+00:00,17.89,9300.0,11.0,,,,,,,,
11530000,2024-05-03 06:15:00+00:00,17.86,9240.0,10.9,,,,,,,,
11530000,2024-05-03 06:30:00+00:00,17.88,9280.0,10.9,,,,,,,,
11530000,2024-05-03 06:45:00+00:00,17.9,9320.0,10.8,,,,,,,,
11530500,2024-05-01 07:00:00+00:00,14.2,23100.0,11.3,,,,,,,,
11530500,2024-05-01 07:15:00+00:00,14.22,23200.0,11.3,,,,,,,,
11530500,2024-05-01 07:30:00+00:00,14.2,23100.0,11.3,,,,,,,,
11530500,2024-05-01 07:45:00+00:00,14.19,23100.0,11.3,,,,,,,,
11530500,2024-05-01 08:00:00+00:00,14.18,23000.0,11.3,,,,,,,,
11530500,2024-05-01 08:15:00+00:00,14.19,23100.0,11.2,,,,,,,,
11530500,2024-05-01 08:30:00+00:00,14.19,23100.0,11.2,,,,,,,,
11530500,2024-05-01 08:45:00+00:00,14.19,23100.0,11.2,,,,,,,,
11530500,2024-05-01 09:00:00+00:00,14.14,22900.0,11.2,,,,,,,,
11530500,2024-05-01 09:15:00+00:00,14.16,23000.0,11.2,,,,,,,,
11530500,2024-05-01 09:30:00+00:00,14.15,22900.0,11.2,,,,,,,,
11530500,2024-05-01 09:45:00+00:00,14.17,23000.0,11.2,,,,,,,,
11530500,2024-05-01 10:00:00+00:00,14.14,22900.0,11.2,,,,,,,,
11530500,2024-05-01 10:15:00+00:00,14.16,23000.0,11.2,,,,,,,,
11530500,2024-05-01 10:30:00+00:00,14.16,23000.0,11.2,,,,,,,,
11530500,2024-05-01 10:45:00+00:00,14.16,23000.0,11.2,,,,,,,,
11530500,2024-05-01 11:00:00+00:00,14.15,22900.0,11.2,,,,,,,,
11530500,2024-05-01 11:15:00+00:00,14.14,22900.0,11.2,,,,,,,,
11530500,2024-05-01 11:30:00+00:00,14.14,22900.0,11.2,,,,,,,,
11530500,2024-05-01 11:45:00+00:00,14.14,22900.0,11.2,,,,,,,,
11530500,2024-05-01 12:00:00+00:00,14.13,22800.0,11.2,,,,,,,,
11530500,2024-05-01 12:15:00+00:00,14.13,22800.0,11.1,,,,,,,,
11530500,2024-05-01 12:30:00+00:00,14.12,22800.0,11.1,,,,,,,,
11530500,2024-05-01 12:45:00+00:00,14.14,22900.0,11.1,,,,,,,,
11530500,2024-05-01 13:00:00+00:00,14.12,22800.0,11.1,,,,,,,,
11530500,2024-05-01 13:15:00+00:00,14.12,22800.0,11.1,,,,,,,,
11530500,2024-05-01 13:30:00+00:00,14.13,22800.0,11.1,,,,,,,,
11530500,2024-05-01 13:45:00+00:00,14.11,22800.0,11.1,,,,,,,,
11530500,2024-05-01 14:00:00+00:00,14.12,22800.0,11.1,,,,,,,,
11530500,2024-05-01 14:15:00+00:00,14.13,22800.0,11.0,,,,,,,,
11530500,2024-05-01 14:30:00+00:00,14.13,22800.0,11.0,,,,,,,,
11530500,2024-05-01 14:45:00+00:00,14.11,22800.0,11.0,,,,,,,,
11530500,2024-05-01 15:00:00+00:00,14.11,22800.0,11.0,,,,,,,,
11530500,2024-05-01 15:15:00+00:00,14.11,22800.0,10.9,,,,,,,,
11530500,2024-05-01 15:30:00+00:00,14.09,22700.0,10.9,,,,,,,,
11530500,2024-05-01 15:45:00+00:00,14.11,22800.0,10.9,,,,,,,,
11530500,2024-05-01 16:00:00+00:00,14.09,22700.0,10.9,,,,,,,,
11530500,2024-05-01 16:15:00+00:00,14.08,22600.0,10.9,,,,,,,,
11530500,2024-05-01 16:30:00+00:00,14.09,22700.0,10.9,,,,,,,,
11530500,2024-05-01 16:45:00+00:00,14.09,22700.0,10.9,,,,,,,,
11530500,2024-05-01 17:00:00+00:00,14.08,22600.0,10.9,,,,,,,,
11530500,2024-05-01 17:15:00+00:00,14.09,22700.0,11.0,,,,,,,,
11530500,2024-05-01 17:30:00+00:00,14.09,22700.0,11.0,,,,,,,,
11530500,2024-05-01 17:45:00+00:00,14.09,22700.0,11.0,,,,,,,,
11530500,2024-05-01 18:00:00+00:00,14.07,22600.0,11.0,,,,,,,,
11530500,2024-05-01 18:15:00+00:00,14.08,22600.0,11.1,,,,,,,,
11530500,2024-05-01 18:30:00+00:00,14.06,22600.0,11.1,,,,,,,,
11530500,2024-05-01 18:45:00+00:00,14.07,22600.0,11.1,,,,,,,,
11530500,2024-05-01 19:00:00+00:00,14.08,22600.0,11.2,,,,,,,,
11530500,2024-05-01 19:15:00+00:00,14.07,22600.0,11.2,,,,,,,,
11530500,2024-05-01 19:30:00+00:00,14.08,22600.0,11.2,,,,,,,,
11530500,2024-05-01 19:45:00+00:00,14.08,22600.0,11.3,,,,,,,,
11530500,2024-05-01 20:00:00+00:00,14.07,22600.0,11.3,,,,,,,,
11530500,2024-05-01 20:15:00+00:00,14.07,22600.0,11.4,,,,,,,,
11530500,2024-05-01 20:30:00+00:00,14.06,22600.0,11.4,,,,,,,,
11530500,2024-05-01 20:45:00+00:00,14.07,22600.0,11.5,,,,,,,,
11530500,2024-05-01 21:00:00+00:00,14.08,22600.0,11.5,,,,,,,,
11530500,2024-05-01 21:15:00+00:00,14.05,22500.0,11.5,,,,,,,,
11530500,2024-05-01 21:30:00+00:00,14.07,22600.0,11.6,,,,,,,,
11530500,2024-05-01 21:45:00+00:00,14.06,22600.0,11.6,,,,,,,,
11530500,2024-05-01 22:00:00+00:00,14.06,22600.0,11.7,,,,,,,,
11530500,2024-05-01 22:15:00+00:00,14.05,22500.0,11.7,,,,,,,,
11530500,2024-05-01 22:30:00+00:00,14.07,22600.0,11.7,,,,,,,,
11530500,2024-05-01 22:45:00+00:00,14.05,22500.0,11.8,,,,,,,,
11530500,2024-05-01 23:00:00+00:00,14.04,22500.0,11.8,,,,,,,,
11530500,2024-05-01 23:15:00+00:00,14.04,22500.0,11.8,,,,,,,,
11530500,2024-05-01 23:30:00+00:00,14.04,22500.0,11.8,,,,,,,,
11530500,2024-05-01 23:45:00+00:00,14.04,22500.0,11.8,,,,,,,,
11530500,2024-05-02 00:00:00+00:00,14.03,22400.0,11.8,,,,,,,,
11530500,2024-05-02 00:15:00+00:00,14.02,22400.0,11.8,,,,,,,,
11530500,2024-05-02 00:30:00+00:00,14.01,22300.0,11.8,,,,,,,,
11530500,2024-05-02 00:45:00+00:00,14.01,22300.0,11.8,,,,,,,,
11530500,2024-05-02 01:00:00+00:00,13.99,22300.0,11.8,,,,,,,,
11530500,2024-05-02 01:15:00+00:00,14.02,22400.0,11.8,,,,,,,,
11530500,2024-05-02 01:30:00+00:00,13.99,22300.0,11.8,,,,,,,,
11530500,2024-05-02 01:45:00+00:00,14.0,22300.0,11.8,,,,,,,,
11530500,2024-05-02 02:00:00+00:00,13.98,22200.0,11.8,,,,,,,,
11530500,2024-05-02 02:15:00+00:00,14.01,22300.0,11.7,,,,,,,,
11530500,2024-05-02 02:30:00+00:00,14.0,22300.0,11.7,,,,,,,,
11530500,2024-05-02 02:45:00+00:00,14.0,22300.0,11.7,,,,,,,,
11530500,2024-05-02 03:00:00+00:00,13.98,22200.0,11.6,,,,,,,,
11530500,2024-05-02 03:15:00+00:00,13.97,22200.0,11.6,,,,,,,,
11530500,2024-05-02 03:30:00+00:00,13.98,22200.0,11.6,,,,,,,,
